State,County ID,Precinct ID,Precinct Name,"Has Reported Statistics (1 = yes, 0 = no)",Number of Voters Registered as of 7:00 a.m. Election Day,Number of Voters that Registered on Election Day,Number of Signatures on the Polling Place Roster,"Number of Regular, Military, and Overseas Absentee Ballots",Number of Federal-Only Absentee Ballots,Number of President-Only Absentee Ballots,Total Number Voted
MN,27,9749,ISD 276 - MINNEWASHTA CHURCH,0,0,0,0,0,0,0,0
MN,28,8074,ISD NO. 297 SPRING GROVE,0,0,0,0,0,0,0,0
MN,29,8771,ISD NO. 306 LAPORTE,0,0,0,0,0,0,0,0
MN,30,9236,ISD 911 CAMBRIDGE-ISANTI - CAMBRIDGE CITY CTR MALL,0,0,0,0,0,0,0,0
MN,30,9237,ISD 911 ISANTI COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,31,8000,ISD 319 - GOODLAND COMM CENTER - GOODLAND & GRAN,0,0,0,0,0,0,0,0
MN,31,8001,ISD 319 - NASHWAUK VILLAGE HALL,0,0,0,0,0,0,0,0
MN,31,8002,ISD 319 KEEWATIN COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,31,8003,ISD 319 LONE PINE TOWN HALL,0,0,0,0,0,0,0,0
MN,31,8004,ISD 319 NASHWAUK TOWNSHIP & MCLEOD PRECINCT,0,0,0,0,0,0,0,0
MN,31,9075,ISD #318 GRAND RAPIDS AREA LIBRARY,0,0,0,0,0,0,0,0
MN,31,9083,ISD #318 EDGE CENTER FOR THE ARTS,0,0,0,0,0,0,0,0
MN,31,9094,ISD #318 ZION LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,31,9330,BALL CLUB COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,31,9331,JESSE LAKE LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,31,9332,INGER COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,31,9594,KING ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,31,9620,ISD #318 COHASSET COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,32,9598,ISD 2448 MCW JR/SR HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,33,8021,ISD #333 OLGIVIE SCHOOLS,0,0,0,0,0,0,0,0
MN,33,8643,ISD 333-OGILVIE PUBLIC SCHOOLS,0,0,0,0,0,0,0,0
MN,34,8466,ISD NO. 347 WILLMAR,0,0,0,0,0,0,0,0
MN,34,9486,ISD 775 SUNBURG COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,34,9487,ISD 775 KERKHOVEN CIVIC CENTER,0,0,0,0,0,0,0,0
MN,34,9773,ISD 2534 LAKE LILLIAN CITY CENTER KANDIYOHI COUNT,0,0,0,0,0,0,0,0
MN,36,0005,BIG FALLS CITY,0,0,0,0,0,0,0,0
MN,36,0023,DINNER CREEK UNORGANIZED,0,0,0,0,0,0,0,0
MN,36,0083,KOOCHICHING POLL 5,0,0,0,0,0,0,0,0
MN,36,0100,MIZPAH CITY,0,0,0,0,0,0,0,0
MN,36,0115,NORTHOME,0,0,0,0,0,0,0,0
MN,36,0140,SCARLETT PRECINCT,0,0,0,0,0,0,0,0
MN,36,0170,MEADOWBROOK PRECINCT,0,0,0,0,0,0,0,0
MN,36,0175,WEST KOOCHICHING,0,0,0,0,0,0,0,0
MN,36,0185,NORTHWEST KOOCHICHING,0,0,0,0,0,0,0,0
MN,36,0195,SOUTHWEST KOOCHICHING,0,0,0,0,0,0,0,0
MN,36,9674,ISD NO. 361 INTERNATIONAL FALLS,0,0,0,0,0,0,0,0
MN,37,9814,ISD 2853 - LAC QUI PARLE COUNTY - CITY OF MADISON,0,0,0,0,0,0,0,0
MN,38,0020,BEAVER BAY TWP. P-4,0,0,0,0,0,0,0,0
MN,38,0025,CRYSTAL BAY P-1,0,0,0,0,0,0,0,0
MN,38,0035,FALL LAKE TWP.,0,0,0,0,0,0,0,0
MN,38,0040,SILVER BAY P-1,0,0,0,0,0,0,0,0
MN,38,0110,UNORG TERR NO 1,0,0,0,0,0,0,0,0
MN,40,8849,ISD #508 - KASOTA COMMUNITY CTR,0,0,0,0,0,0,0,0
MN,42,0095,MARSHALL W-1,0,0,0,0,0,0,0,0
MN,42,0105,MARSHALL W-2,0,0,0,0,0,0,0,0
MN,42,0115,MARSHALL W-3,0,0,0,0,0,0,0,0
MN,42,8387,ISD NO. 415 LYND,0,0,0,0,0,0,0,0
MN,43,9228,STEWART COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,43,9776,ISD 2365 GFW-GIBBON DIST-GIBBON MUNICIPAL BUILDING,0,0,0,0,0,0,0,0
MN,46,8750,BUTTERFIELD/ODIN,0,0,0,0,0,0,0,0
MN,46,9599,ISD 2448 MCW JR/SR HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,46,9600,ISD 2448 TRIMONT COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,46,9601,ISD 2448 WELCOME CITY HALL,0,0,0,0,0,0,0,0
MN,47,8851,ISD 463 EDEN VALLEY-WATKINS,0,0,0,0,0,0,0,0
MN,47,8852,ISD 463 EDEN VALLEY CIVIC CENTER,0,0,0,0,0,0,0,0
MN,47,8853,ISD 463 WATKINS VILLAGE HALL,0,0,0,0,0,0,0,0
MN,49,8128,HOLDINGFORD SCHOOL,0,0,0,0,0,0,0,0
MN,50,9489,ISD NO. 495 GRAND MEADOW,0,0,0,0,0,0,0,0
MN,50,9615,ISD NO. 499 LEROY-OSTRANDER,0,0,0,0,0,0,0,0
MN,52,0120,ST PETER W-1 P-1,0,0,0,0,0,0,0,0
MN,52,0130,ST PETER W-2 P-1,0,0,0,0,0,0,0,0
MN,52,8705,ISD #508 - JOHNSON HALL COMBINATION,0,0,0,0,0,0,0,0
MN,52,9170,2365 GFW GIBBON MUNICIPAL BUILDING,0,0,0,0,0,0,0,0
MN,52,9454,52 - ISD 77 ST PAUL'S LUTHERAN PRECINCT G,0,0,0,0,0,0,0,0
MN,52,9455,52 - ISD 77 RIVER RIDGE EVANGELICAL FREE CHURCH PR,0,0,0,0,0,0,0,0
MN,52,9456,52 - ISD 77 FIRE STATION #2 PRECINCT I,0,0,0,0,0,0,0,0
MN,53,8706,SCHOOL DISTRICT 518 WORTHINGTON,0,0,0,0,0,0,0,0
MN,53,9224,ADRIAN GOVERNMENT CENTER,0,0,0,0,0,0,0,0
MN,55,0100,ROCHESTER W1 P1,0,0,0,0,0,0,0,0
MN,55,0105,ROCHESTER W1 P2,0,0,0,0,0,0,0,0
MN,55,0110,ROCHESTER W1 P3,0,0,0,0,0,0,0,0
MN,55,0115,ROCHESTER W1 P4,0,0,0,0,0,0,0,0
MN,55,0120,ROCHESTER W1 P5,0,0,0,0,0,0,0,0
MN,55,0125,ROCHESTER W1 P6,0,0,0,0,0,0,0,0
MN,55,0130,ROCHESTER W1 P7,0,0,0,0,0,0,0,0
MN,55,0135,ROCHESTER W1 P8,0,0,0,0,0,0,0,0
MN,55,0140,ROCHESTER W1 P9,0,0,0,0,0,0,0,0
MN,55,0145,ROCHESTER W1 P10,0,0,0,0,0,0,0,0
MN,55,0150,ROCHESTER W1 P11,0,0,0,0,0,0,0,0
MN,55,0155,ROCHESTER W1 P12,0,0,0,0,0,0,0,0
MN,55,0160,ROCHESTER W1 P13,0,0,0,0,0,0,0,0
MN,55,0165,ROCHESTER W1 P14,0,0,0,0,0,0,0,0
MN,55,0170,ROCHESTER W2 P1,0,0,0,0,0,0,0,0
MN,55,0175,ROCHESTER W2 P2,0,0,0,0,0,0,0,0
MN,55,0180,ROCHESTER W2 P3,0,0,0,0,0,0,0,0
MN,55,0185,ROCHESTER W2 P4,0,0,0,0,0,0,0,0
MN,55,0190,ROCHESTER W2 P5,0,0,0,0,0,0,0,0
MN,55,0195,ROCHESTER W2 P6,0,0,0,0,0,0,0,0
MN,55,0200,ROCHESTER W2 P7,0,0,0,0,0,0,0,0
MN,55,0205,ROCHESTER W2 P8,0,0,0,0,0,0,0,0
MN,55,0210,ROCHESTER W2 P9,0,0,0,0,0,0,0,0
MN,55,0215,ROCHESTER W2 P10,0,0,0,0,0,0,0,0
MN,55,0220,ROCHESTER W2 P11,0,0,0,0,0,0,0,0
MN,55,0225,ROCHESTER W2 P12,0,0,0,0,0,0,0,0
MN,55,0230,ROCHESTER W2 P13,0,0,0,0,0,0,0,0
MN,55,0235,ROCHESTER W3 P1,0,0,0,0,0,0,0,0
MN,55,0240,ROCHESTER W3 P2,0,0,0,0,0,0,0,0
MN,55,0245,ROCHESTER W3 P3,0,0,0,0,0,0,0,0
MN,55,0250,ROCHESTER W3 P4,0,0,0,0,0,0,0,0
MN,55,0255,ROCHESTER W3 P5,0,0,0,0,0,0,0,0
MN,55,0260,ROCHESTER W3 P6,0,0,0,0,0,0,0,0
MN,55,0265,ROCHESTER W3 P7,0,0,0,0,0,0,0,0
MN,55,0270,ROCHESTER W3 P8,0,0,0,0,0,0,0,0
MN,55,0275,ROCHESTER W3 P9,0,0,0,0,0,0,0,0
MN,55,0280,ROCHESTER W3 P10,0,0,0,0,0,0,0,0
MN,55,0285,ROCHESTER W3 P11,0,0,0,0,0,0,0,0
MN,55,0290,ROCHESTER W3 P12,0,0,0,0,0,0,0,0
MN,55,0295,ROCHESTER W3 P13,0,0,0,0,0,0,0,0
MN,55,0300,ROCHESTER W4 P1,0,0,0,0,0,0,0,0
MN,55,0305,ROCHESTER W4 P2,0,0,0,0,0,0,0,0
MN,55,0310,ROCHESTER W4 P3,0,0,0,0,0,0,0,0
MN,55,0315,ROCHESTER W4 P4,0,0,0,0,0,0,0,0
MN,55,0320,ROCHESTER W4 P5,0,0,0,0,0,0,0,0
MN,55,0325,ROCHESTER W4 P6,0,0,0,0,0,0,0,0
MN,55,0330,ROCHESTER W4 P7,0,0,0,0,0,0,0,0
MN,55,0335,ROCHESTER W4 P8,0,0,0,0,0,0,0,0
MN,55,0340,ROCHESTER W4 P9,0,0,0,0,0,0,0,0
MN,55,0345,ROCHESTER W4 P10,0,0,0,0,0,0,0,0
MN,55,0350,ROCHESTER W4 P11,0,0,0,0,0,0,0,0
MN,55,0355,ROCHESTER W4 P12,0,0,0,0,0,0,0,0
MN,55,0360,ROCHESTER W4 P13,0,0,0,0,0,0,0,0
MN,55,0365,ROCHESTER W5 P1,0,0,0,0,0,0,0,0
MN,55,0370,ROCHESTER W5 P2,0,0,0,0,0,0,0,0
MN,55,0375,ROCHESTER W5 P3,0,0,0,0,0,0,0,0
MN,55,0380,ROCHESTER W5 P4,0,0,0,0,0,0,0,0
MN,55,0385,ROCHESTER W5 P5,0,0,0,0,0,0,0,0
MN,55,0390,ROCHESTER W5 P6,0,0,0,0,0,0,0,0
MN,55,0395,ROCHESTER W5 P7,0,0,0,0,0,0,0,0
MN,55,0400,ROCHESTER W5 P8,0,0,0,0,0,0,0,0
MN,55,0405,ROCHESTER W5 P9,0,0,0,0,0,0,0,0
MN,55,0410,ROCHESTER W5 P10,0,0,0,0,0,0,0,0
MN,55,0415,ROCHESTER W5 P11,0,0,0,0,0,0,0,0
MN,55,0420,ROCHESTER W5 P12,0,0,0,0,0,0,0,0
MN,55,0425,ROCHESTER W5 P13,0,0,0,0,0,0,0,0
MN,55,0430,ROCHESTER W5 P14,0,0,0,0,0,0,0,0
MN,55,0435,ROCHESTER W6 P1,0,0,0,0,0,0,0,0
MN,55,0440,ROCHESTER W6 P2,0,0,0,0,0,0,0,0
MN,55,0445,ROCHESTER W6 P3,0,0,0,0,0,0,0,0
MN,55,0450,ROCHESTER W6 P4,0,0,0,0,0,0,0,0
MN,55,0455,ROCHESTER W6 P5,0,0,0,0,0,0,0,0
MN,55,0460,ROCHESTER W6 P6,0,0,0,0,0,0,0,0
MN,55,0465,ROCHESTER W6 P7,0,0,0,0,0,0,0,0
MN,55,0470,ROCHESTER W6 P8,0,0,0,0,0,0,0,0
MN,55,0475,ROCHESTER W6 P9,0,0,0,0,0,0,0,0
MN,55,0480,ROCHESTER W6 P10,0,0,0,0,0,0,0,0
MN,55,0485,ROCHESTER W6 P11,0,0,0,0,0,0,0,0
MN,55,0490,ROCHESTER W6 P12,0,0,0,0,0,0,0,0
MN,55,0495,ROCHESTER W6 P13,0,0,0,0,0,0,0,0
MN,55,8971,ISD 534 STEWARTVILLE SCHOOL DISTRICT,0,0,0,0,0,0,0,0
MN,55,9478,ISD 534 - RACINE CITY HALL,0,0,0,0,0,0,0,0
MN,55,9521,ISD 535 - CASCADE TOWN HALL,0,0,0,0,0,0,0,0
MN,55,9522,ISD 535 - MARION TOWN HALL,0,0,0,0,0,0,0,0
MN,55,9523,ISD 535 - ORONOCO CITY HALL,0,0,0,0,0,0,0,0
MN,55,9531,ISD 535 - HAVERHILL TOWN HALL,0,0,0,0,0,0,0,0
MN,55,9820,ISD 535 - ROCHESTER TOWNSHIP HALL,0,0,0,0,0,0,0,0
MN,56,9250,ISD 2342 ELBOW LAKE COMMUNITY BUILDING,0,0,0,0,0,0,0,0
MN,56,9282,ISD NO. 542 BATTLE LAKE,0,0,0,0,0,0,0,0
MN,57,9300,ISD NO. 564 THIEF RIVER FALLS,0,0,0,0,0,0,0,0
MN,57,9477,ISD NO. 561 GOODRIDGE,0,0,0,0,0,0,0,0
MN,58,8512,ISD 2165 FINLAYSON ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,58,8946,ISD 2580 EAST CENTRAL PUBLIC SCHOOL,0,0,0,0,0,0,0,0
MN,58,8947,ISD 2165 HINCKLEY HIGH SCHOOL,0,0,0,0,0,0,0,0
MN,59,9676,ISD NO. 2689 PIPESTONE AREA,0,0,0,0,0,0,0,0
MN,60,8599,FISHER,0,0,0,0,0,0,0,0
MN,61,9251,ISD 2342 KENSINGTON COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,0060,FALCON HEIGHTS P-1,0,0,0,0,0,0,0,0
MN,62,0070,FALCON HEIGHTS P-2,0,0,0,0,0,0,0,0
MN,62,0290,MOUNDS VIEW P-1,0,0,0,0,0,0,0,0
MN,62,0300,MOUNDS VIEW P-2,0,0,0,0,0,0,0,0
MN,62,0310,MOUNDS VIEW P-3,0,0,0,0,0,0,0,0
MN,62,0320,MOUNDS VIEW P-4,0,0,0,0,0,0,0,0
MN,62,0530,ST ANTHONY P-1,0,0,0,0,0,0,0,0
MN,62,0540,ST. PAUL W-1 P-01,0,0,0,0,0,0,0,0
MN,62,0550,ST. PAUL W-1 P-02,0,0,0,0,0,0,0,0
MN,62,0560,ST. PAUL W-1 P-03,0,0,0,0,0,0,0,0
MN,62,0570,ST. PAUL W-1 P-04,0,0,0,0,0,0,0,0
MN,62,0580,ST. PAUL W-1 P-05,0,0,0,0,0,0,0,0
MN,62,0590,ST. PAUL W-1 P-06,0,0,0,0,0,0,0,0
MN,62,0600,ST. PAUL W-1 P-07,0,0,0,0,0,0,0,0
MN,62,0610,ST. PAUL W-1 P-08,0,0,0,0,0,0,0,0
MN,62,0620,ST. PAUL W-1 P-09,0,0,0,0,0,0,0,0
MN,62,0630,ST. PAUL W-1 P-10,0,0,0,0,0,0,0,0
MN,62,0640,ST. PAUL W-1 P-11,0,0,0,0,0,0,0,0
MN,62,0650,ST. PAUL W-1 P-12,0,0,0,0,0,0,0,0
MN,62,0660,ST. PAUL W-1 P-13,0,0,0,0,0,0,0,0
MN,62,0680,ST. PAUL W-2 P-01,0,0,0,0,0,0,0,0
MN,62,0690,ST. PAUL W-2 P-02,0,0,0,0,0,0,0,0
MN,62,0700,ST. PAUL W-2 P-03,0,0,0,0,0,0,0,0
MN,62,0710,ST. PAUL W-2 P-04,0,0,0,0,0,0,0,0
MN,62,0720,ST. PAUL W-2 P-05,0,0,0,0,0,0,0,0
MN,62,0730,ST. PAUL W-2 P-06,0,0,0,0,0,0,0,0
MN,62,0740,ST. PAUL W-2 P-07,0,0,0,0,0,0,0,0
MN,62,0750,ST. PAUL W-2 P-08,0,0,0,0,0,0,0,0
MN,62,0760,ST. PAUL W-2 P-09,0,0,0,0,0,0,0,0
MN,62,0770,ST. PAUL W-2 P-10,0,0,0,0,0,0,0,0
MN,62,0780,ST. PAUL W-2 P-11,0,0,0,0,0,0,0,0
MN,62,0790,ST. PAUL W-2 P-12,0,0,0,0,0,0,0,0
MN,62,0800,ST. PAUL W-2 P-13,0,0,0,0,0,0,0,0
MN,62,0840,ST. PAUL W-3 P-01,0,0,0,0,0,0,0,0
MN,62,0850,ST. PAUL W-3 P-02,0,0,0,0,0,0,0,0
MN,62,0860,ST. PAUL W-3 P-03,0,0,0,0,0,0,0,0
MN,62,0870,ST. PAUL W-3 P-04,0,0,0,0,0,0,0,0
MN,62,0880,ST. PAUL W-3 P-05,0,0,0,0,0,0,0,0
MN,62,0890,ST. PAUL W-3 P-06,0,0,0,0,0,0,0,0
MN,62,0900,ST. PAUL W-3 P-07,0,0,0,0,0,0,0,0
MN,62,0910,ST. PAUL W-3 P-08,0,0,0,0,0,0,0,0
MN,62,0920,ST. PAUL W-3 P-09,0,0,0,0,0,0,0,0
MN,62,0930,ST. PAUL W-3 P-10,0,0,0,0,0,0,0,0
MN,62,0940,ST. PAUL W-3 P-11,0,0,0,0,0,0,0,0
MN,62,0950,ST. PAUL W-3 P-12,0,0,0,0,0,0,0,0
MN,62,0960,ST. PAUL W-3 P-13,0,0,0,0,0,0,0,0
MN,62,1000,ST. PAUL W-4 P-01,0,0,0,0,0,0,0,0
MN,62,1010,ST. PAUL W-4 P-02,0,0,0,0,0,0,0,0
MN,62,1020,ST. PAUL W-4 P-03,0,0,0,0,0,0,0,0
MN,62,1030,ST. PAUL W-4 P-04,0,0,0,0,0,0,0,0
MN,62,1040,ST. PAUL W-4 P-05,0,0,0,0,0,0,0,0
MN,62,1050,ST. PAUL W-4 P-06,0,0,0,0,0,0,0,0
MN,62,1060,ST. PAUL W-4 P-07,0,0,0,0,0,0,0,0
MN,62,1070,ST. PAUL W-4 P-08,0,0,0,0,0,0,0,0
MN,62,1080,ST. PAUL W-4 P-09,0,0,0,0,0,0,0,0
MN,62,1090,ST. PAUL W-4 P-10,0,0,0,0,0,0,0,0
MN,62,1100,ST. PAUL W-4 P-11,0,0,0,0,0,0,0,0
MN,62,1110,ST. PAUL W-4 P-12,0,0,0,0,0,0,0,0
MN,62,1120,ST. PAUL W-4 P-13,0,0,0,0,0,0,0,0
MN,62,1160,ST. PAUL W-5 P-01,0,0,0,0,0,0,0,0
MN,62,1170,ST. PAUL W-5 P-02,0,0,0,0,0,0,0,0
MN,62,1180,ST. PAUL W-5 P-03,0,0,0,0,0,0,0,0
MN,62,1190,ST. PAUL W-5 P-04,0,0,0,0,0,0,0,0
MN,62,1200,ST. PAUL W-5 P-05,0,0,0,0,0,0,0,0
MN,62,1210,ST. PAUL W-5 P-06,0,0,0,0,0,0,0,0
MN,62,1220,ST. PAUL W-5 P-07,0,0,0,0,0,0,0,0
MN,62,1230,ST. PAUL W-5 P-08,0,0,0,0,0,0,0,0
MN,62,1240,ST. PAUL W-5 P-09,0,0,0,0,0,0,0,0
MN,62,1250,ST. PAUL W-5 P-10,0,0,0,0,0,0,0,0
MN,62,1290,ST. PAUL W-6 P-01,0,0,0,0,0,0,0,0
MN,62,1300,ST. PAUL W-6 P-02,0,0,0,0,0,0,0,0
MN,62,1310,ST. PAUL W-6 P-03,0,0,0,0,0,0,0,0
MN,62,1320,ST. PAUL W-6 P-04,0,0,0,0,0,0,0,0
MN,62,1330,ST. PAUL W-6 P-05,0,0,0,0,0,0,0,0
MN,62,1340,ST. PAUL W-6 P-06,0,0,0,0,0,0,0,0
MN,62,1350,ST. PAUL W-6 P-07,0,0,0,0,0,0,0,0
MN,62,1360,ST. PAUL W-6 P-08,0,0,0,0,0,0,0,0
MN,62,1370,ST. PAUL W-6 P-09,0,0,0,0,0,0,0,0
MN,62,1380,ST. PAUL W-6 P-10,0,0,0,0,0,0,0,0
MN,62,1390,ST. PAUL W-6 P-11,0,0,0,0,0,0,0,0
MN,62,1430,ST. PAUL W-7 P-01,0,0,0,0,0,0,0,0
MN,62,1440,ST. PAUL W-7 P-02,0,0,0,0,0,0,0,0
MN,62,1450,ST. PAUL W-7 P-03,0,0,0,0,0,0,0,0
MN,62,1460,ST. PAUL W-7 P-04,0,0,0,0,0,0,0,0
MN,62,1470,ST. PAUL W-7 P-05,0,0,0,0,0,0,0,0
MN,62,1480,ST. PAUL W-7 P-06,0,0,0,0,0,0,0,0
MN,62,1490,ST. PAUL W-7 P-07,0,0,0,0,0,0,0,0
MN,62,1500,ST. PAUL W-7 P-08,0,0,0,0,0,0,0,0
MN,62,1510,ST. PAUL W-7 P-09,0,0,0,0,0,0,0,0
MN,62,1520,ST. PAUL W-7 P-10,0,0,0,0,0,0,0,0
MN,62,1530,ST. PAUL W-7 P-11,0,0,0,0,0,0,0,0
MN,62,1540,ST. PAUL W-7 P-12,0,0,0,0,0,0,0,0
MN,62,1550,ST. PAUL W-7 P-13,0,0,0,0,0,0,0,0
MN,62,1740,WHITE BEAR LAKE W-1 P-1,0,0,0,0,0,0,0,0
MN,62,1760,WHITE BEAR LAKE W-3 P-1,0,0,0,0,0,0,0,0
MN,62,1780,WHITE BEAR LAKE W-5 P-1,0,0,0,0,0,0,0,0
MN,62,8203,ISD 621-NORTH OAKS P-1 CITY HALL-COUNCIL CHAMBERS,0,0,0,0,0,0,0,0
MN,62,8205,ISD 623-LITTLE CANADA P-1 ROSEVILLE AREA MIDDLE SC,0,0,0,0,0,0,0,0
MN,62,8413,ISD 623-ROSEVILLE P-07 CENTRAL PARK ELEMENTARY,0,0,0,0,0,0,0,0
MN,62,8482,ISD 621-ARDEN HILLS P-2 ANDERSON CTR-BETHEL UNIV.,0,0,0,0,0,0,0,0
MN,62,8483,ISD 621-ARDEN HILLS P-3 NORTH HEIGHTS LUTHERAN CH,0,0,0,0,0,0,0,0
MN,62,8488,ISD 621-NEW BRIGHTON P-1 ST. JOHN THE BAPTIST CATH,0,0,0,0,0,0,0,0
MN,62,8489,ISD 621-NEW BRIGHTON P-5 FAITH CHURCH,0,0,0,0,0,0,0,0
MN,62,8490,ISD 621-NEW BRIGHTON P-7 UNITED CHURCH OF CHRIST,0,0,0,0,0,0,0,0
MN,62,8491,ISD 621-ROSEVILLE P-01 CENTENNIAL UNITED METHODIST,0,0,0,0,0,0,0,0
MN,62,8493,ISD 621-SHOREVIEW P-2 SHEPHERD OF THE HILLS LUTHER,0,0,0,0,0,0,0,0
MN,62,8494,ISD 621-SHOREVIEW P-3 CITY HALL,0,0,0,0,0,0,0,0
MN,62,8495,ISD 621-SHOREVIEW P-4 COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,8496,ISD 621-SHOREVIEW P-5 COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,8497,ISD 621-SHOREVIEW P-6 INCARNATION LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,62,8892,ISD 623-LAUDERDALE P-1 LAUDERDALE CITY HALL,0,0,0,0,0,0,0,0
MN,62,8893,ISD 623-MAPLEWOOD P-01 EDGERTON ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,62,9041,ISD 623-ROSEVILLE P-03 ADVENT LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,62,9042,ISD 623-ROSEVILLE P-04 NORTH HEIGHTS LUTHERAN CH,0,0,0,0,0,0,0,0
MN,62,9043,ISD 623-ROSEVILLE P-05 ST. CHRISTOPHER'S EPISCOPAL,0,0,0,0,0,0,0,0
MN,62,9044,ISD 623-ROSEVILLE P-06 PRINCE OF PEACE LUTHERAN,0,0,0,0,0,0,0,0
MN,62,9045,ISD 623-ROSEVILLE P-08 ANPETU TECA EDUCATION CTR,0,0,0,0,0,0,0,0
MN,62,9046,ISD 623-ROSEVILLE P-09 RAMSEY CO LIBRARY-ROSEVILLE,0,0,0,0,0,0,0,0
MN,62,9047,ISD 623-ROSEVILLE P-10 ROSEVILLE LUTHERAN CHURCH,0,0,0,0,0,0,0,0
MN,62,9050,ISD 623-MAPLEWOOD P-02 EDGERTON ELEMENTARY SCHOOL,0,0,0,0,0,0,0,0
MN,62,9425,ISD 621-NORTH OAKS P-2 NORTH OAKS GOLF CLUB,0,0,0,0,0,0,0,0
MN,62,9426,ISD 621-WHITE BEAR TWP P-1 OTTER LAKE ELEMENTARY,0,0,0,0,0,0,0,0
MN,62,9427,ISD 621-ROSEVILLE P-02 ROSEVILLE COVENANT CHURCH,0,0,0,0,0,0,0,0
MN,62,9428,ISD 623-LITTLE CANADA P-2 LITTLE CANADA ELEMENTARY,0,0,0,0,0,0,0,0
MN,62,9429,ISD 623-LITTLE CANADA P-3 LITTLE CANADA CITY CTR,0,0,0,0,0,0,0,0
MN,62,9430,ISD 623-SHOREVIEW P-1 LUTH CHURCH OF RESURRECTION,0,0,0,0,0,0,0,0
MN,62,9433,ISD 282-NEW BRIGHTON P-3 SALEM COVENANT CHURCH,0,0,0,0,0,0,0,0
MN,62,9518,ISD 621-NEW BRIGHTON P-4 CHRIST THE KING LUTHERAN,0,0,0,0,0,0,0,0
MN,62,9519,ISD 621-NEW BRIGHTON P-6 NB COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,9520,ISD 621-NEW BRIGHTON P-8 GRACEPOINT CHURCH,0,0,0,0,0,0,0,0
MN,62,9579,ISD 621-ARDEN HILLS P-1 PRESB CHURCH OF THE WAY,0,0,0,0,0,0,0,0
MN,62,9580,ISD 623-ARDEN HILLS P-1 PRESB CHURCH OF THE WAY,0,0,0,0,0,0,0,0
MN,62,9581,ISD 623-ROSEVILLE P-11 GALILEE EVANGENLICAL LUTHER,0,0,0,0,0,0,0,0
MN,62,9581,ISD 621-VADNAIS HEIGHTS P-1 VADNAIS HTS COMMONS,0,0,0,0,0,0,0,0
MN,62,9679,ISD 621-MV-SLP-BLN MOUNDS VIEW COMMUNITY CENTER,0,0,0,0,0,0,0,0
MN,62,9680,ISD 621-NEW BRIGHTON P-2 SALEM COVENANT CHURCH,0,0,0,0,0,0,0,0
MN,62,9681,ISD 621-SHOREVIEW P-7 LAKE JOHANNA FIRE DEPT STN,0,0,0,0,0,0,0,0
MN,65,8587,HECTOR CAMPUS,0,0,0,0,0,0,0,0
MN,65,8693,ISD 2159 BUFFALO LAKE SCHOOL,0,0,0,0,0,0,0,0
MN,65,9841,ISD 2534 - BIRD ISLAND MUNICIPAL BUILDING,0,0,0,0,0,0,0,0
MN,65,9842,ISD 2534 - OLIVIA PUBLIC LIBRARY,0,0,0,0,0,0,0,0
MN,66,0060,LONSDALE CITY,0,0,0,0,0,0,0,0
MN,66,9233,ISD 721 WHEATLAND TOWN HALL,0,0,0,0,0,0,0,0
MN,69,0140,DULUTH P-1,0,0,0,0,0,0,0,0
MN,69,0145,DULUTH P-2,0,0,0,0,0,0,0,0
MN,69,0150,DULUTH P-3,0,0,0,0,0,0,0,0
MN,69,0155,DULUTH P-4,0,0,0,0,0,0,0,0
MN,69,0160,DULUTH P-5,0,0,0,0,0,0,0,0
MN,69,0165,DULUTH P-6,0,0,0,0,0,0,0,0
MN,69,0170,DULUTH P-7,0,0,0,0,0,0,0,0
MN,69,0175,DULUTH P-8,0,0,0,0,0,0,0,0
MN,69,0180,DULUTH P-9,0,0,0,0,0,0,0,0
MN,69,0190,DULUTH P-10,0,0,0,0,0,0,0,0
MN,69,0195,DULUTH P-11,0,0,0,0,0,0,0,0
MN,69,0200,DULUTH P-12,0,0,0,0,0,0,0,0
MN,69,0205,DULUTH P-13,0,0,0,0,0,0,0,0
MN,69,0210,DULUTH P-14,0,0,0,0,0,0,0,0
MN,69,0215,DULUTH P-15,0,0,0,0,0,0,0,0
MN,69,0220,DULUTH P-16,0,0,0,0,0,0,0,0
